session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,attack_detected
SID_00132,513,ICMP,3,803.0822653,AES,0.1453538308,0,Chrome,1,0
SID_00133,287,TCP,6,102.3889242,None,0.063838808,1,Chrome,0,1
SID_00134,594,TCP,9,1113.544883,AES,0.2015363762,1,Firefox,0,1
SID_00135,316,UDP,3,420.8242964,DES,0.1010497118,0,Chrome,0,1
SID_00136,809,UDP,4,42.53231749,AES,0.1840217502,1,Unknown,0,1
SID_00137,343,TCP,5,1414.781847,AES,0.1099788947,3,Edge,1,1
SID_00138,435,TCP,4,679.6785161,AES,0.2516614906,3,Safari,0,1
SID_00139,662,TCP,1,1185.779775,AES,0.5060767807,2,Chrome,0,0
SID_00140,253,TCP,1,897.9900819,DES,0.2380386819,4,Unknown,0,1
SID_00141,545,TCP,4,455.8891209,AES,0.2624537715,3,Unknown,0,1
SID_00142,761,ICMP,1,959.6300159,AES,0.1775413015,2,Chrome,0,0
SID_00143,178,TCP,3,11.89070051,AES,0.2863406889,1,Edge,1,0
SID_00144,536,UDP,3,332.0943081,DES,0.703334184,0,Firefox,0,1
SID_00145,551,UDP,3,1203.534189,DES,0.1178914973,2,Chrome,0,0
SID_00146,656,TCP,5,1151.965106,AES,0.3452066462,1,Chrome,0,0
SID_00147,252,UDP,4,1747.197406,AES,0.3064959365,0,Firefox,0,1
SID_00148,235,TCP,3,755.4343689,AES,0.2509659861,3,Chrome,0,1
SID_00149,604,TCP,3,2280.568942,None,0.8039075883,0,Chrome,0,1
SID_00150,559,TCP,3,652.635594,AES,0.1325266852,2,Chrome,0,0
SID_00151,550,TCP,1,555.2444852,None,0.3650417976,2,Chrome,0,0
SID_00152,569,UDP,7,175.7362809,None,0.5167141717,1,Chrome,1,1
SID_00153,363,ICMP,6,1207.082133,AES,0.3510400423,2,Chrome,0,0
SID_00154,546,TCP,5,942.2728648,AES,0.3436559597,1,Chrome,0,0
SID_00155,558,UDP,9,494.0766463,DES,0.3144316341,2,Safari,0,1
SID_00156,357,TCP,9,72.91081298,DES,0.1995373167,2,Edge,0,1
SID_00157,873,UDP,3,107.4675487,DES,0.05122628059,2,Chrome,0,0
SID_00158,594,TCP,3,97.24720088,AES,0.4076859456,4,Chrome,0,1
SID_00159,261,TCP,10,376.7703858,None,0.2406992997,1,Safari,0,1
SID_00160,631,TCP,6,138.5095628,AES,0.1006036325,1,Chrome,0,0
SID_00161,305,TCP,6,1577.716811,AES,0.3469165901,1,Edge,0,0
SID_00162,657,TCP,6,1836.854066,None,0.1472793967,3,Chrome,0,1
SID_00163,731,UDP,5,1554.637615,DES,0.2549226275,2,Firefox,0,1
SID_00164,335,TCP,3,750.9414291,DES,0.1230967852,3,Chrome,0,1
SID_00165,692,UDP,7,725.7763899,None,0.5231976203,2,Chrome,0,1
SID_00166,582,UDP,5,1772.568948,AES,0.2328323308,1,Chrome,0,0
SID_00167,664,TCP,8,417.1159066,AES,0.3710642291,2,Edge,0,1
SID_00168,879,TCP,5,51.49798032,None,0.1010016631,0,Firefox,0,1
SID_00169,450,UDP,1,508.4962829,AES,0.2577704856,2,Chrome,0,0
SID_00170,349,TCP,8,645.4298805,AES,0.2428000515,1,Chrome,0,1
SID_00171,322,TCP,1,637.8327849,AES,0.1999112691,1,Chrome,0,0
SID_00172,336,TCP,2,138.5347758,None,0.1171155765,2,Chrome,0,1
SID_00173,484,TCP,5,1223.810273,AES,0.395754209,1,Chrome,1,1
SID_00174,568,ICMP,5,1053.315867,DES,0.1891346709,2,Edge,0,1
SID_00175,555,TCP,5,208.9390298,AES,0.5517084129,1,Chrome,0,0
SID_00176,665,TCP,6,640.9945335,DES,0.5003713392,3,Firefox,0,1
SID_00177,502,TCP,12,1249.769495,DES,0.2982140197,1,Firefox,0,1
SID_00178,790,UDP,4,6.171441467,DES,0.1969726329,2,Firefox,0,1
SID_00179,447,UDP,3,257.4377388,AES,0.06768154311,0,Firefox,1,0
SID_00180,1044,TCP,4,510.9845737,AES,0.5004393941,2,Edge,0,0
SID_00181,625,TCP,1,1491.627244,AES,0.2292396078,3,Chrome,0,1
SID_00182,328,TCP,4,1283.430038,None,0.2790877311,2,Chrome,0,0
SID_00183,285,TCP,7,130.9498296,DES,0.2546566697,2,Chrome,1,1
SID_00184,596,TCP,2,497.0213241,AES,0.1179179164,2,Chrome,0,0
SID_00185,455,ICMP,2,290.6566795,None,0.4049464294,2,Firefox,0,0
SID_00186,642,TCP,1,410.5743325,None,0.2535139501,2,Chrome,0,0
SID_00187,594,TCP,4,622.3103995,AES,0.8110277884,2,Chrome,0,1
SID_00188,485,UDP,4,553.4633423,DES,0.09149837715,2,Chrome,0,0
SID_00189,330,TCP,2,122.1244353,AES,0.550907729,0,Edge,0,0
SID_00190,197,TCP,7,103.8028281,AES,0.4441030866,2,Edge,0,1
SID_00191,410,TCP,5,111.6569627,AES,0.3910043615,1,Edge,0,0
SID_00192,671,TCP,4,1472.532658,DES,0.1093543452,3,Unknown,0,1
SID_00193,542,UDP,5,16.10939608,AES,0.3107330738,1,Firefox,1,0
SID_00194,250,TCP,4,180.9230958,AES,0.1752762515,1,Chrome,0,0
SID_00195,534,TCP,7,2496.887261,DES,0.2451322965,1,Chrome,0,1
SID_00196,577,TCP,5,54.64134539,None,0.2994484352,1,Edge,0,0
SID_00197,323,UDP,5,29.59799365,DES,0.277632762,1,Chrome,0,0
SID_00198,530,TCP,5,391.9421775,DES,0.3016053857,2,Firefox,0,0
SID_00199,511,TCP,2,131.1458838,AES,0.13891479,2,Chrome,0,0
SID_00200,271,ICMP,3,667.3328622,DES,0.08636301976,3,Chrome,0,1
SID_00201,571,TCP,5,330.6941724,DES,0.09896058358,0,Firefox,0,0
SID_00202,612,UDP,3,187.5349142,DES,0.534195673,2,Safari,0,0
SID_00203,716,TCP,3,5258.007877,None,0.0806761864,2,Chrome,0,0
SID_00204,710,TCP,2,333.7518061,DES,0.371247348,3,Firefox,0,1
SID_00205,224,TCP,5,819.5606828,DES,0.2634839803,2,Edge,0,0
SID_00206,312,TCP,4,1657.896733,AES,0.23637224,1,Chrome,0,0
SID_00207,603,TCP,8,2044.817851,AES,0.6514337877,3,Chrome,0,1
SID_00208,602,TCP,7,422.2788269,AES,0.2150948601,3,Edge,0,1
SID_00209,603,TCP,1,2988.986788,DES,0.2760896525,2,Chrome,0,0
SID_00210,1270,TCP,5,1031.523815,DES,0.7746157586,1,Chrome,0,1
SID_00211,614,TCP,7,700.26444,AES,0.1488149455,3,Chrome,0,1
SID_00212,727,ICMP,2,945.4542593,AES,0.6518286336,1,Chrome,0,1
SID_00213,690,TCP,8,357.2019171,None,0.2128422694,1,Chrome,0,1
SID_00214,630,ICMP,3,441.8813258,AES,0.3379403702,2,Edge,0,0
SID_00215,436,TCP,2,706.0315238,AES,0.3594574511,0,Chrome,0,0
SID_00216,651,TCP,7,316.6108122,AES,0.2730883184,2,Chrome,0,1
SID_00217,345,TCP,3,1171.618343,None,0.3820914344,1,Unknown,1,1
SID_00218,452,UDP,4,231.3057527,AES,0.1758898601,3,Safari,0,1
SID_00219,402,UDP,6,1274.873343,AES,0.4186859064,1,Chrome,0,1
SID_00220,516,TCP,7,132.0481602,DES,0.2569158584,2,Chrome,1,1
SID_00221,962,UDP,3,196.0975201,AES,0.5667834471,1,Chrome,1,0
SID_00222,126,TCP,2,1118.997808,AES,0.2513053111,1,Chrome,0,1
SID_00223,637,TCP,7,244.2875861,None,0.1238283658,1,Chrome,0,1
SID_00224,177,ICMP,3,1269.336265,None,0.1129417569,1,Firefox,0,0
SID_00225,405,UDP,5,1225.500148,AES,0.7302739057,0,Chrome,0,1
SID_00226,717,ICMP,3,237.9718023,AES,0.6146206049,2,Unknown,0,1
SID_00227,512,TCP,2,60.71129062,AES,0.4276029432,3,Chrome,1,1
SID_00228,284,TCP,5,145.5634574,AES,0.4726292422,1,Firefox,0,0
SID_00229,356,TCP,5,1117.162157,AES,0.2412143357,1,Chrome,0,0
SID_00230,635,TCP,10,1501.823589,AES,0.07249008153,3,Firefox,0,1
SID_00231,353,UDP,5,386.3809841,AES,0.4272224955,0,Chrome,0,0
SID_00232,543,TCP,4,143.510768,None,0.1640873776,0,Edge,0,0
SID_00233,509,TCP,5,62.77560611,AES,0.6633916285,2,Chrome,0,1
SID_00234,369,TCP,4,194.4892995,DES,0.4417840131,1,Chrome,0,0
SID_00235,928,TCP,5,3117.111124,AES,0.2192378797,2,Chrome,0,0
SID_00236,626,TCP,6,149.3268544,DES,0.4875925573,1,Chrome,0,1
SID_00237,94,TCP,3,72.08595471,AES,0.1673003441,2,Chrome,0,0
SID_00238,537,UDP,4,1231.45769,AES,0.3175020689,0,Chrome,0,0
SID_00239,367,TCP,6,764.4650684,None,0.5522961049,1,Chrome,0,0
SID_00240,670,UDP,4,612.2670042,DES,0.632472946,2,Chrome,0,1
SID_00241,341,TCP,4,475.1521219,DES,0.1142464177,1,Chrome,0,1
SID_00242,477,TCP,5,968.1034736,None,0.1763341995,0,Chrome,0,0
SID_00243,600,TCP,3,958.8035428,None,0.3179456138,1,Edge,0,0
SID_00244,673,UDP,5,441.9098512,AES,0.2457649108,3,Chrome,0,1
SID_00245,259,TCP,3,213.496481,AES,0.5920401184,3,Firefox,0,1
SID_00246,433,TCP,3,1472.407526,DES,0.4633481759,3,Edge,1,1
SID_00247,405,TCP,10,143.8970594,AES,0.5711969542,1,Chrome,0,1
SID_00248,369,TCP,3,610.8665546,AES,0.3074823936,2,Firefox,0,0
SID_00249,853,UDP,4,943.8772652,AES,0.3972464248,3,Firefox,0,1
SID_00250,580,UDP,2,814.8292492,None,0.1250070805,2,Chrome,0,0
SID_00251,247,TCP,5,771.5329877,DES,0.12758305,2,Chrome,0,1
SID_00252,683,TCP,3,868.9664999,None,0.295363963,0,Chrome,0,0
SID_00253,924,UDP,6,1667.755718,AES,0.2884500333,2,Chrome,0,0
SID_00254,706,TCP,4,363.7989546,AES,0.2489328464,2,Firefox,1,0
SID_00255,196,TCP,3,789.878243,AES,0.2640141984,1,Chrome,0,0
SID_00256,403,TCP,3,955.1300121,None,0.2727884968,1,Chrome,0,0
SID_00257,753,TCP,2,713.9159269,AES,0.5568005749,2,Edge,0,0
SID_00258,358,TCP,2,1866.457232,DES,0.4477380835,1,Safari,1,0
SID_00259,588,UDP,2,850.8558379,DES,0.2079475512,4,Chrome,0,1
SID_00260,654,TCP,6,441.9142581,DES,0.09917348146,0,Edge,0,0
SID_00261,314,TCP,6,1494.500082,DES,0.08055713538,3,Safari,0,1
SID_00262,488,UDP,5,537.9982787,AES,0.296293923,0,Chrome,0,0
SID_00263,64,TCP,4,604.2960287,AES,0.2456092048,1,Chrome,0,1
SID_00264,295,TCP,4,698.354192,DES,0.4533878447,4,Firefox,0,1
SID_00265,449,TCP,2,311.8128136,AES,0.3014476018,1,Chrome,0,0
SID_00266,250,TCP,4,1025.662318,AES,0.1431585535,2,Chrome,0,0
SID_00267,826,UDP,9,82.62453258,AES,0.3901416647,1,Chrome,0,1
SID_00268,213,UDP,3,1625.125988,AES,0.2948380134,1,Chrome,0,0
SID_00269,411,TCP,4,1123.689696,AES,0.08098371818,1,Chrome,0,0
SID_00270,526,UDP,3,349.1087772,None,0.2387502105,2,Chrome,0,1
SID_00271,788,TCP,5,205.3531376,DES,0.3051170084,2,Edge,1,0
SID_00272,212,UDP,6,392.6850038,AES,0.3699865367,1,Chrome,1,0
SID_00273,732,TCP,2,1308.020308,AES,0.1919046574,4,Edge,0,1
SID_00274,502,TCP,6,25.66391557,None,0.2173159656,3,Chrome,0,1
SID_00275,303,TCP,4,504.7755404,None,0.03613923561,1,Chrome,0,0
SID_00276,592,TCP,1,234.5419425,None,0.4082151296,2,Edge,0,0
SID_00277,539,TCP,2,1663.242253,AES,0.1353768118,2,Safari,0,1
SID_00278,379,TCP,4,427.3321394,DES,0.7082677301,1,Firefox,0,1
SID_00279,513,UDP,4,957.5933245,AES,0.2103723488,1,Chrome,0,1
SID_00280,422,TCP,5,354.399623,AES,0.03952554508,1,Safari,0,1
SID_00281,522,ICMP,7,320.0235285,AES,0.7191215189,1,Firefox,0,1
SID_00282,632,TCP,6,315.4692575,AES,0.3812849635,2,Firefox,0,0
SID_00283,817,TCP,7,906.996921,None,0.2076923992,1,Chrome,0,1
SID_00284,252,UDP,5,2664.760254,DES,0.3229205459,2,Firefox,0,0
SID_00285,926,TCP,6,186.7013392,AES,0.2648246678,1,Chrome,0,0
SID_00286,109,UDP,3,826.0377247,None,0.507041505,2,Firefox,0,0
SID_00287,469,UDP,3,246.7808154,AES,0.3852362102,3,Chrome,0,1
SID_00288,617,TCP,3,637.6515281,DES,0.3480549763,1,Chrome,0,1
SID_00289,556,TCP,3,624.0084851,DES,0.1689139809,1,Firefox,0,0
SID_00290,375,TCP,3,478.3365407,AES,0.2315063891,3,Chrome,0,1
SID_00291,458,TCP,6,552.3513165,DES,0.1482395168,3,Chrome,0,1
SID_00292,401,TCP,4,1697.753303,AES,0.4348808542,2,Chrome,0,0
SID_00293,382,UDP,5,74.22269221,AES,0.07826154021,2,Unknown,0,1
SID_00294,669,TCP,1,1418.899013,AES,0.452811981,1,Chrome,1,0
SID_00295,571,TCP,3,496.3834309,AES,0.3080445537,4,Firefox,0,1
SID_00296,361,TCP,4,324.6849905,None,0.3089934458,0,Safari,0,0
SID_00297,679,ICMP,1,155.9811702,AES,0.3509090588,2,Edge,0,0
SID_00298,561,TCP,4,1349.083065,DES,0.4244379964,1,Chrome,0,0
SID_00299,662,TCP,6,717.2732949,AES,0.3442998835,3,Chrome,0,1
SID_00300,625,TCP,7,1042.668396,None,0.2151644198,2,Chrome,0,1
SID_00301,334,ICMP,4,302.6262417,DES,0.3722647858,3,Chrome,0,1
SID_00302,387,ICMP,2,399.3275016,AES,0.3956138373,1,Firefox,0,0
SID_00303,649,TCP,3,1959.419082,DES,0.3065663804,2,Firefox,0,0
SID_00304,622,UDP,3,2599.102861,AES,0.06036549772,2,Chrome,0,0
SID_00305,495,TCP,4,1077.173463,AES,0.703207906,3,Unknown,1,1
SID_00306,523,ICMP,3,1107.200843,DES,0.4068778143,0,Chrome,0,0
SID_00307,755,TCP,1,948.3833027,AES,0.7588521331,2,Firefox,0,1
SID_00308,381,TCP,6,707.8529082,AES,0.3981485733,2,Firefox,1,1
SID_00309,609,TCP,5,723.2493103,DES,0.237840731,4,Chrome,1,1
SID_00310,459,TCP,7,2655.020806,AES,0.3853178331,2,Chrome,1,1
SID_00311,456,UDP,2,1111.957705,AES,0.1910325842,2,Chrome,1,0
SID_00312,719,TCP,6,852.1604925,AES,0.1247919255,1,Chrome,0,0
SID_00313,665,ICMP,2,167.6584417,AES,0.3111501741,1,Chrome,1,0
SID_00314,662,TCP,2,3020.386032,None,0.2056280711,0,Chrome,0,0
SID_00315,761,TCP,5,587.6644391,AES,0.2234048423,3,Chrome,0,1
SID_00316,504,TCP,4,2301.836606,AES,0.03755485374,1,Firefox,0,0
SID_00317,636,TCP,5,1000.174074,AES,0.5302517474,2,Chrome,0,1
SID_00318,437,UDP,9,32.72496453,None,0.655557008,2,Chrome,0,1
SID_00319,564,TCP,5,619.4779793,AES,0.7008459658,3,Chrome,0,1
SID_00320,473,TCP,3,1785.567996,AES,0.2065512311,1,Firefox,0,0
SID_00321,519,TCP,3,42.53556727,AES,0.09425905581,3,Edge,0,1
SID_00322,619,TCP,1,1612.287802,AES,0.2874080309,1,Safari,0,0
SID_00323,336,ICMP,1,760.2737508,AES,0.1663687514,1,Unknown,0,0
SID_00324,918,TCP,3,36.43923791,DES,0.09085754244,0,Edge,0,1
SID_00325,298,UDP,5,374.2107755,DES,0.1202921442,0,Chrome,0,0
SID_00326,257,TCP,1,24.50807465,DES,0.05274892547,2,Chrome,0,0
SID_00327,731,TCP,2,1.374217826,AES,0.5961474019,2,Chrome,0,0
SID_00328,658,ICMP,3,1813.968433,AES,0.2731890351,1,Firefox,0,1
SID_00329,624,TCP,4,1104.498939,None,0.3929212563,1,Chrome,0,0
SID_00330,625,TCP,4,273.3975467,DES,0.8691930516,3,Chrome,0,1
SID_00331,497,TCP,5,96.56933345,AES,0.328681121,1,Firefox,0,1
SID_00332,320,TCP,5,44.77607149,AES,0.2405838824,0,Chrome,0,0
SID_00333,515,UDP,4,1993.277559,AES,0.4254693736,1,Firefox,0,0
SID_00334,364,TCP,5,785.8522366,DES,0.2421003252,2,Chrome,0,0
SID_00335,695,UDP,5,140.0151608,AES,0.2683899125,1,Chrome,0,1
SID_00336,470,TCP,5,915.2107097,None,0.3844185764,1,Chrome,0,0
SID_00337,334,TCP,4,5443.232509,AES,0.1400076001,1,Firefox,0,0
SID_00338,435,TCP,2,1241.038683,AES,0.1494230393,0,Chrome,0,0
SID_00339,582,TCP,4,473.2415177,AES,0.1563392945,0,Chrome,0,0
SID_00340,387,ICMP,3,1346.367119,None,0.5066329053,3,Chrome,0,1
SID_00341,335,TCP,10,1091.021223,None,0.419770377,2,Firefox,0,1
